product_name,vendor_name,sales,package,selling_price,original_price,rating,review_number,origin,comment,date
明治 - [香港版正貨]嬰兒配方EZcube粒粒裝,日本明治奶粉香港官方旗艦店,"1,000",432g,185.00,,4.2,26,日本,"['5_star', 'good', '非常之好', '貨品整體非常好', '包裝正齊非常好', '抵', 'Good', '滿意，包裝良好', '好方便', '方便', '回購 好方便', '1_star', '13/1 送到，件貨製造日期係 5/6/2021 ，到期日5/6/2023 ，會唔會過份啲啊', '盒奶粉仲有半年就到期, 無預期咁快到期']",2023-12-10
"惠氏 - S-26® GOLD 1號初生嬰兒配方奶粉 900克 (Wyeth® S26, HMO) (此日期前最佳: 不早於 6/2024)",惠氏營養品官方旗艦店,"1,000",900克,269.00,,3.5,18,愛爾蘭,"['5_star', 'Bb食得幾好，有減價就最好', 'Good', 'Ok', '買咗好多次！日期新鮮', 'Good', '包裝完整', '包裝完好', '包裝保護設計非常好', '今次包裝完好', '299行貨包送貨', '1_star', '我係買正價奶粉，但日期係得2個月既倉底貨！是次購物經驗不良好，下次唔會再係哩間度買。', '冇諗過會係呢度買到倉底過期奶粉！我11月12號來攞貨，你地俾個11月19號就過期的俾我，我認黑仔，我寶寶吃完第一瓶就嘔！睇到我幾心痛，我寶寶先12日人仔，點可以買就過期奶粉俾我地，其他野我都冇咁嬲！係呢樣我認屎認尿都唔認你們！', '我以為在官方旗艦店購買會安心，但發現最佳食用日期只有2個月。\n我買3罐，兩個月內不可以食晒！可以更換/退貨嗎？', '唔會再買，打過去惠氏問係舊貨，因為罐底無QR code，平時喺出面買唔會咁快就過期', '買兩罐，有一個凹左，要求跟進', '幾時轉新裝呀？']",2023-12-10
美贊臣 - [官方正貨] 美贊臣 Enfinitas 藍臻4號配方奶粉 (3-6歲適用),美贊臣官方旗艦店,"1,000",820克,459.00,,4.5,14,荷蘭,"['5_star', '出貨快', 'Good', '飲開', '不錯。日期很好', '👍', 'excellent', '新設計蓋子，单手可開合，good design', '每罐都有氣泡紙保護，很好。', '1_star', '出貨快', 'Good', '飲開', '不錯。日期很好', '👍', 'excellent', '新設計蓋子，单手可開合，good design', '每罐都有氣泡紙保護，很好。']",2023-12-10
雅培 - 雅培心美力親護HMO 2號 初生嬰兒奶粉 820g,雅培嬰幼兒奶粉官方旗艦店,"1,000",820克,344.90,,4.3,9,西班牙,"['5_star', 'Great', '外觀完整', 'please provide some offer like mall dollar rebate not diaper ...', 'best price!', '1_star', 'Great', '外觀完整', 'please provide some offer like mall dollar rebate not diaper ...', 'best price!']",2023-12-10
illuma - 惠氏 ILLUMA LUXA 2號 較大嬰兒配方奶粉 850克 * 新包裝 * (7613287136633) <香港行貨>,COME ON BABY 激安寶寶生活百貨,"1,000",850克,368.00,,5,6,愛爾蘭,"['5_star', '平靚正，買開！', '好', 'The best price have seen so far', '營養價值高', '完好冇缺, 有排都未過期', 'great price', '1_star', '平靚正，買開！', '好', 'The best price have seen so far', '營養價值高', '完好冇缺, 有排都未過期', 'great price']",2023-12-10
惠氏 - ILLUMA LUXA 啟賦 3號 850克 x 2 [香港行貨],Express,"1,000",2罐,616.00,,4.2,19,愛爾蘭,"['5_star', 'good', '👍🏻', 'good', '快，包裝合適', 'good', 'good', '用戶已設定此評論內容為非公開', '用戶已設定此評論內容為非公開', '用戶已設定此評論內容為非公開', '用戶已設定此評論內容為非公開', '1_star', '竟然用保麗龍碎塊包裝奶粉，整個奶粉罐上佈滿了碎碎的保麗龍粉末，難以清潔。\n\n建議大家不要買，除非妳願意先花一個鐘把罐子擦乾淨。', '要求退款！！！！！！illuma改咗包裝好耐，打開一睇舊包裝，再望下個製造日期同到期日，11月到期，你俾倉底貨我？你會唔會俾你自己個小朋友食呀？如果你會俾既，你留番黎自己用啦，最大問題，我今日先睇到呢間野有新裝illuma 貴20蚊，上面醒醒目目紅色字寫住2020年新包裝，而呢個舊包裝就咩都唔寫，博大冒？不如咁啦，我俾多20蚊你，你換罐新包裝嘅俾我啦！', '貨品未送前已經撞凹，此服務態度「差」；重用好多發泡膠包裝….破壞地球']",2023-12-10
牛欄牌 - 牛欄牌 - Happy Tummy 1 初生嬰兒奶粉900克 (此日期前最佳: 不早於 4/2025),牛欄牌香港官方旗艦店,"1,000",900克,276.00,,2.6,5,紐西蘭,"['5_star', '食用日期係2025年2月', '好好', '1_star', '沖好嘅奶見到竟然有黑色嘢喺入邊…仲要飲咗一半先發現…有問題7日內申請退貨竟然無得退…', '奶粉報滿灰塵, 勁嘔心, 搞到一手都是灰塵 污染埋屋企, 嬰兒奶粉竟然這麼不衛生太過份吧, 而且你們是官方網, 真係立即對這品牌奶粉失信心', '最近買咗一罐，貼紙寫「全新包裝、相同配方」，但冲出嚟勁多泡泡，BB飲咗兩啖巳經唔飲；之後去返萬X買，個樣就同依家張圖一樣嘅，冲出嚟好少泡，完全兩回事。仲要話係官網，好令人質疑貨源。']",2023-12-10
美贊臣 - [官方正貨] 美贊臣 Enfa A+ NeuroPro 智睿系列 1號配方奶粉 (嬰兒奶粉) (0-6個月適用) (此日期前最佳: 不早於 8/2024),美贊臣官方旗艦店,"1,000",900克,305.00,,4.5,5,澳大利亞,"['5_star', 'excellent packaging', '沒有破損', 'Good item', '1_star', 'excellent packaging', '沒有破損', 'Good item']",2023-12-10
illuma - 惠氏 ILLUMA LUXA 4號 兒童成長配方奶粉 850克 * 新包裝 * (7613287136671) <香港行貨>,COME ON BABY 激安寶寶生活百貨,"1,000",850克,318.00,,4.3,6,愛爾蘭,"['5_star', '好', 'Good', 'Good', '低！', '物有所值', '1_star', '凹罐']",2023-12-10
illuma - ILLUMA HA - ILLUMA XTRACARE 親和人體 低敏配方 - 1號嬰兒配方奶粉 800g,惠氏營養品官方旗艦店,"1,000",800克,544.90,,5,3,德國,"['5_star', '好', '食開，買多幾罐', 'Good', '1_star', '好', '食開，買多幾罐', 'Good']",2023-12-10
雅培 - [優惠孖裝] 雅培保兒加營素3+ (呍呢嗱味) 850克,雅培嬰幼兒奶粉官方旗艦店,"1,000",850g x 2,509.90,,4.7,24,新加坡,"['5_star', '特價優惠時買咗兩罐試吓，阿仔話好飲，多啲做特價就好啦😅', '包裝好，$350/2罐', '平! $ 350兩礶', '350兩罐抵買', 'Great', '食開，小朋友喜歡', '👍🏻ol', '抵！！！', '用戶已設定此評論內容為非公開', '包裝好', '1_star', '特價優惠時買咗兩罐試吓，阿仔話好飲，多啲做特價就好啦😅', '包裝好，$350/2罐', '平! $ 350兩礶', '350兩罐抵買', 'Great', '食開，小朋友喜歡', '👍🏻ol', '抵！！！', '用戶已設定此評論內容為非公開', '包裝好']",2023-12-10
喜寶 - 有機雙益® HMP幼兒配方奶粉 (3號) (800克) 原箱6罐 (37871) 【香港原裝行貨】適用年齡：1歲或以上,HiPP 喜寶官方旗艦店,"1,000",,2238.00,,4.6,19,德國,"['5_star', '很好', '包裝好好', 'Good', 'good', '下年10月先到期，good', '有8折，非常好', 'gd', '方便、快捷?', 'good', '之前有買過呢個牌子食品，宜家試下奶粉', '1_star', '奶粉 嚴重 凹陷']",2023-12-10
美贊臣 - [官方正貨] 美贊臣 Enfinitas 藍臻 1號配方奶粉 (嬰兒奶粉) (0至6個月適用),美贊臣官方旗艦店,"1,000",820克,499.00,,3.7,15,荷蘭,"['5_star', '方便。有效期限長。', '送禮用！雖然較其他店貴少少，但官方正貨有信心些！', 'good 價錢一樣，唔使自己拎', '唔使拎有得送貨上門，正', '奶粉罐完整，很好', '包裝很好', '周圍都無存貨，又唔想經廠原箱買，HKTVmall係好既選擇。', '初生奶粉邊度買都一樣價錢，只有HKTV 有得送貨.', '周圍都無貨，好彩HKTV 有', '1_star', '一直都係HKTVmall美贊臣官方網站購買奶粉，以往亦都好信任所以沒有每一次即時檢查到期日，但在2月18日購買的奶粉竟然會是即將到期的奶粉，在二月份竟然會收到今年四月到期的奶粉，失望至極，建議各位家長為了嬰兒健康，不要貪方便在這裏購買，因為製造年份都會比較舊，甚至會係即將到期的奶粉，良心建議各位購買者。', '貨品比較舊，製造日期2019.08，成年前', '買過幾次之前都冇問題，今次太夸張']",2023-12-10
illuma - 惠氏 ILLUMA LUXA 3號 幼兒成長配方奶粉 850克 x 2罐 * 新包裝 * (7613287136657) <香港行貨>,COME ON BABY 激安寶寶生活百貨,"1,000",850克 x 2罐,648.00,,3.8,8,愛爾蘭,"['5_star', '比超市平，包裝優良。 再三回購', 'Good', '包裝好好，多次回購', '好', '好', '1_star', '送漏面膜！3張訂單都送漏', '講明送面膜，但都冇送。有冇搞錯']",2023-12-10
雪印 - 思敏兒2較大嬰兒奶粉,大街市,"1,000",900克,240.20,252.9,4,12,澳大利亞,"['5_star', 'ok', 'Good', '有10 % mall dollars 都算底', '包裝很好，買兩罐有特價', '比出面便宜，送來時也沒有損耗', '正品。送貨及時。', '試過先講', '好。送貨員哥哥好有禮貌。屋企冇人臨時改地址都唔嬲。', '1_star', '送漏2罐奶粉', '個罐凹左！要換貨！但live chat 唔得，個app 又揾唔到contract no. 唔該聯絡本人。']",2023-12-10
illuma - 惠氏 ILLUMA LUXA 3號 幼兒成長配方奶粉 850克 * 新包裝 * (7613287136657) <香港行貨>,COME ON BABY 激安寶寶生活百貨,"1,000",850克,325.00,,3.3,5,愛爾蘭,"['5_star', 'good', '每日包裝都好好', 'ok la', '1_star', '買4罐illuma, 只送左3罐, 另外一罐變左3盒hipp既產品？', '講明送面面膜。3張訂單都冇送']",2023-12-10
美素佳兒 - 美素佳兒®金裝3號紙盒裝,荷蘭美素佳兒官方旗艦店,"1,000",400克 x 3,375.90,,4,8,荷蘭,"['5_star', '有贈品 讚', '回購，抵買！買兩盒有18盒紙巾送', 'Ok', 'Happy', 'Will order again', 'Exact as expected, will order again!', '1_star', '運輸欠佳，其中一盒損毁嚴重，請盡快安排更換', '商品沒有說明食用限期，請說明食用限期。']",2023-12-10
illuma - 惠氏 ILLUMA XTRACARE 親和人體 (HA低敏配方) (0-12個月) 800克 (到期日: 06/02/2025) (844529402714) <香港行貨>,COME ON BABY 激安寶寶生活百貨,"1,000",,498.00,623.00,3.5,6,德國,"['5_star', 'Good', 'very good', 'well done', '1_star', 'This is the second time that the canister was dented upon receipt or the package.', '鐵罐有兩處損毁凹左']",2023-12-10
惠氏 - 香港行貨惠氏 Illuma luxa 啟賦#1 850g x 2,Express,"1,000",2罐,800.00,,4.3,15,愛爾蘭,"['5_star', '每次都包裝好好，只係少少粒左，可以接受。就係不能預知到期日。', '送貨員好好👍🏻', '送貨員非常好👍🏻..包裝好好 保護性好', '低', '??', 'Good', '正貨', '平', '比街度買平好多，Bb食開', '正貨', '1_star', '商品說明中沒有清楚列明奶粉是新版或舊版，貨品送到後才知道是舊版，後來要求換貨，但換貨後仍然是舊版！！非常不能接受！非常懷疑商家及hktvmall有沒有積極跟進這項貨品問題！！請盡快與我聯絡處理奶粉換貨問題或處理退款！！', '買一箱，6罐全部都凹㗎！買咁多次第一次發生，好差']",2023-12-10
illuma - 惠氏 illuma啟賦 (有機幼兒成長配方)#3號,Express,"1,000",1罐,465.00,,4.3,3,愛爾蘭,"['5_star', 'good', '包裝很好', '1_star', 'good', '包裝很好']",2023-12-10
美素佳兒 - 美素佳兒®金裝4號,荷蘭美素佳兒官方旗艦店,"1,000",900克,239.90,,4.4,5,荷蘭,"['5_star', 'good', '包裝好', '1_star', 'good', '包裝好']",2023-12-10
Biostime - 有機奶粉 幼兒配方奶粉3號 800克 (10 - 36 個月適用) 法國原產 歐盟有機認證 (此日期前最佳: 不早於 7/2023),Biostime 官方旗艦店,"1,000",800克,359.90,,3.7,14,法國,"['5_star', '好抵！', '奶味濃又唔甜，再回購', '奶味濃，小朋友很喜歡', '正品', 'Buy 1get1free good', 'Good', 'Very good & my son like it taste.', '阿B好快就適應隻新奶粉，我試過唔甜', '之前呀b開始食biostime羊奶覺得好好, 宜家到哥哥試, 哥哥都好like,便便都靚仔左！', '1_star', '第一次買呢個牌子，因為特價所以試試，非常唔好嘅經歷，以後唔會買！！！ 第一）罐外包裝非常污糟，可想而知存貨嘅環境。 第二）罐身生銹。第三）4月中買嘅貨，送嚟嘅日期係8月，如果比較近期的話應該提醒客人', '買時寫買一送一，但只送了一罐，客服回覆冇此優惠⋯', '買完就送嘢，離譜！']",2023-12-10
Kabrita - Kabrita® - 佳貝艾特® - 金裝幼兒成長配方羊奶粉3段 800g,佳貝艾特官方旗艦店,"1,000",,398.00,,4.7,10,荷蘭,"['5_star', '羊奶容易消化', 'bb 2歲開始食到4歲keep住食緊', '市面好難買，好彩HKTV貨源穩定', '買2罐有折扣，抵買👏🏻', '長期回購，吾太甜，BB飲完吾會系甘咳。', 'Bb飲完濕疹好返哂', '好平', '小朋友一路食開，好開心終於係到有得買，好方便', '1_star', '羊奶容易消化', 'bb 2歲開始食到4歲keep住食緊', '市面好難買，好彩HKTV貨源穩定', '買2罐有折扣，抵買👏🏻', '長期回購，吾太甜，BB飲完吾會系甘咳。', 'Bb飲完濕疹好返哂', '好平', '小朋友一路食開，好開心終於係到有得買，好方便']",2023-12-10
Holle - 有機3號小童奶粉配方 [香港行貨] *此日期前最佳: 2024-09-09,凱鉅有限公司,"1,000",500克,200.00,,4.6,3,奧地利,"['5_star', '產品值得推介', '送貨師父非常好', '1_star', '產品值得推介', '送貨師父非常好']",2023-12-10
雪印 - 思敏兒1初生嬰兒奶粉 (此日期前最佳: 不早於5/2024),大街市,"1,000",900克,299.50,,3.6,24,澳大利亞,"['5_star', '唔係最平', '原來買貴咗～', '原來買貴咗～', 'Ok', '送比岩岩出世既小朋友 官網訂好方便', '好', 'good', 'Nice', '好', 'Good', '1_star', '購買時說明不早於10/2021過期，結果5/8/2021收貨，送來的是12/8/2021到期，本來以為在雪印出貨有保障，結果令人十分失望，要求退貨！', '7月買，講明不早於10/2021過期，買咗兩罐都係8/2021過期！而且個罐身仲有生銹。點解newborn嘅食物都可以咁離譜？其實係可唔可以退錢/退貨？', '第一次買雪印奶粉，仲要去官方店買，點知原來官方店都厄人！寫明不早於10月，收到的是9月11過期，對呢個品牌非常失望。是否可以到清委會投訴？', '貨不對牌，圖片寫住0-6個月，收到貨又係另一個包裝', '右邊係上次訂既奶粉，最近打開先發現原來被人拮左個窿，由於過左回報時間，咁我都算啦，只怪自己太信任HKTVMALL，無檢查過。今次左邊既又黎第二樣野，舊貨當新貨！點可以賣既野同銷售圖片唔一樣架？', '同圖片不符，被騙了，根本送嚟係舊包裝，請退款', '舊裝扮新裝！麻煩請退錢']",2023-12-10
"惠氏 - S-26® GOLD 4號兒童成長配方奶粉900克 (Wyeth® S26, HMO)",惠氏營養品官方旗艦店,"1,000",900克,198.90,,2.3,5,愛爾蘭,"['5_star', '我的小朋友最喜歡，S26真係由細飲到大', '1_star', '又話買6礶送焗爐，請回覆？', '奶粉可以，但送的塵蟎機顯示燈是壞的！']",2023-12-10
美素佳兒 - 美素佳兒 3號成長配方奶粉 900克 x 4 (香港行貨),Express,"1,000",4罐,972.00,,3.2,7,荷蘭,"['5_star', '平', '辛苦送貨哥哥黃雨送貨，貨品完整', '很好', '會再回購', '1_star', '買4罐，送得一罐黎，客服又要搞成幾日都冇答覆，建議大家唔好買', '用嚟包裝既發泡膠比較污糟，令啲奶粉既鑵比較笠痴痴', '與說明不符，明明話2021年9月到期，但收到嘅全部都係2021年8月到期！！！']",2023-12-10
Biostime - 有機奶粉(較大嬰兒配方奶粉 2號 800克 (6-12 個月適用) 法國原產 歐盟有機認證 (到期日不早於: 2024-11),H&H-Baby,"1,000",800g,360.00,,4.5,9,法國,"['5_star', '未開，但包裝很整齊。', 'bb由出世開始飲，皮膚無熱氣問題，奶粉易溶，不錯。', '用戶已設定此評論內容為非公開', '可惜到期日係2021年10月', 'BB轉飲Biostime 2個月，便便比之前正常，味道不太甜，BB好鐘意飲，一口氣買左4罐，安坐家中就可收貨，十分方便 ！', '想搵有機奶粉，轉左呢隻暫時幾好，冇之前咁熱氣！會繼續用!', '1_star', '未開，但包裝很整齊。', 'bb由出世開始飲，皮膚無熱氣問題，奶粉易溶，不錯。', '用戶已設定此評論內容為非公開', '可惜到期日係2021年10月', 'BB轉飲Biostime 2個月，便便比之前正常，味道不太甜，BB好鐘意飲，一口氣買左4罐，安坐家中就可收貨，十分方便 ！', '想搵有機奶粉，轉左呢隻暫時幾好，冇之前咁熱氣！會繼續用!']",2023-12-10
illuma - 惠氏 illuma LUXA 啟賦 850g #2號 x 1罐 [香港行貨],Express,"1,000",1罐,368.00,545.00,4,4,愛爾蘭,"['5_star', '正貨', 'Nil', '包裝乾淨衛生。', '1_star', '明明話到期日係十二月，依家送黎果d係11月26号～與事實不符']",2023-12-10
康多蜜兒 - 嬰兒配方奶階段1 官方正貨 (出生至六個月),Kendamil Official Store,"1,000",,329.00,,3.9,15,英國,"['5_star', '真系少地方有得買！', '包裝保護優良', '今次又會咗新包裝', '6 cans.in 1 box with good packing, and cheap this time, will buy again next time', '不過唔係成日有貨', '好', '呢隻奶粉唔係好多地方有得買，有得送埋貨幾好', '產品多元化，送貨準時，購物非常愉快，支持HKTVmall，支持王維基，加油 !!', 'Good', '第二次買，不是經常有貨', '1_star', '請問點解包裝吾同？等左3日都未有回覆我', '跟我買的不一樣 要求跟進']",2023-12-10
雅培 - [優惠孖裝] 雅培保兒加營素3+ (朱古力味) 850克,雅培嬰幼兒奶粉官方旗艦店,"1,000",850克 x 2,509.90,510.00,4.4,9,新加坡,"['5_star', '小朋友喜歡，只嫌比較甜', 'good', '$280/2 超抵', '低', '$280 兩罐 抵！', '1_star', '小朋友喜歡，只嫌比較甜', 'good', '$280/2 超抵', '低', '$280 兩罐 抵！']",2023-12-10
雀巢 - [升級] [原箱] 能恩®啟護TM 3號配方奶粉800g,雀巢嬰幼營養官方旗艦店,"1,000",6x800克,1619.90,1620.00,4.4,11,德國,"['5_star', '長期幫襯，最好係唔使自己拎，買六罐原箱送好過買散裝只用膠袋包裝。', '飲開，長期都在此訂貨，方便唔使自己拎。包裝嚴密良好。', '包裝妥當完整，滿意⭐️', '95折後跟藥房價錢差不多，買6罐還送價值5百幾嘅多用途飯煲，抵！', 'BB食開', '實在太好了，一次送一箱來，不用自己搬回家。', '整箱送到包裝完好，唔使自己拎夠方便。', '又平又靚又好用 多次購買', '快', '1_star', '罐奶粉凹咗']",2023-12-10
美素佳兒 - 金裝美素佳兒 1號 900g x 2 (香港行貨),Express,"1,000",2罐,588.00,2024.10,4.5,16,荷蘭,"['5_star', '抵買', 'Packaging okay', 'good👍', 'OK平', 'Good', 'Good', '👍🏻', '抵！', '抵，回購', 'good', '1_star', '收到的不是全新裝，是舊版的。食用日期2021／07／03。請問舊版和新裝有何分別？']",2023-12-10
Holle - 有機3號小童山羊奶粉配方 (2621) [香港行貨] *此日期前最佳: 2024-07-12,凱鉅有限公司,"1,000",400克,278.00,,5,1,奧地利,"['5_star', '容易消化', '1_star', '容易消化']",2023-12-10
美素佳兒 - 美素佳兒®金裝2號,荷蘭美素佳兒官方旗艦店,"1,000",900克,319.90,,2,5,荷蘭,"['5_star', '會再回購', '1_star', '我用了friso的買一送一code,但收貨時只有一罐。店員很有禮貌，而且我覺得店員都不知情，所以我先取了貨。我購買時入了code，系統也提醒我要符合可以購買的產品要求，我對了幾次就是2號奶粉，所以繼續，最後都是收了一罐。我不知道是否我入錯code還是怎樣，我想退貨,因為不在官網購買會更便宜，請客服幫忙，謝謝！', '奶粉罐凹陷', '奶粉有凹陷']",2023-12-10
美贊臣 - Enfa A+ NeuroPro 智睿系列 3號 幼兒成長配方奶粉 (1-3歲適用) 900克 ( A+3 ) #39830,凡思生活雜貨,900,【香港正貨】900g,234.00,295.00,4.5,2,荷蘭,"['5_star', '提貨便捷', '1_star', '提貨便捷']",2023-12-10
美贊臣 - [官方正貨] 美贊臣安嬰兒 A+ 親舒 1號配方奶粉 (嬰兒奶粉) (0-6個月適用) (此日期前最佳: 不早於 1/2024),美贊臣官方旗艦店,900,900克,450.00,,4,5,荷蘭,"['5_star', 'Nice', 'The best formula milk!!!', 'I wish your stock gets replenished soon. My baby needs this formula.', '1_star', 'Nice', 'The best formula milk!!!', 'I wish your stock gets replenished soon. My baby needs this formula.']",2023-12-10
美素佳兒 - 金裝美素佳兒 1號 900g x 4罐 (香港行貨),Express,900,4罐,1140.00,,4.2,19,荷蘭,"['5_star', '好', '質素良好，性價比高', '好', '非常好', '包裝好好，如果飲得切好抵買！', 'ok', '好👌🏻', '平', '抵買', '回購', '1_star', '包裝破損']",2023-12-10
美素佳兒 - 金裝美素佳兒 3號成長配方奶粉 900克 x 2罐 (此日期前最佳: 不早於 01/2025),日本森田醫藥,900,900克 x 2罐,495.00,516.00,5,3,荷蘭,"['5_star', '貼心地用airbag包裝，好。', '諒解疫情關係延遲送貨', '好', '1_star', '貼心地用airbag包裝，好。', '諒解疫情關係延遲送貨', '好']",2023-12-10
美素佳兒 - 美素佳兒 3號成長配方奶粉 900克 x 2 (香港行貨),Express,900,2 罐,488.00,244.1,4,7,荷蘭,"['5_star', '已經多次回購了', '非常好', 'Good', 'Good', '1_star', '奶粉內有微小的黑色點點😡']",2023-12-10
雅培 - 心美力 親護HMO 2號 較大嬰兒配方奶粉 820克 #07311 (新舊包裝隨機發貨),凡思生活雜貨,900,【香港正貨】820克,241.00,,5,5,西班牙,"['5_star', '沒有', '回購，good', 'VIP日買平過出邊正價，有得送貨唔使自己拎，保鮮期夠長', 'Good 回購', '是次買入價$323一罐，用埋VIP95折，送埋貨唔洗自己拎，好抵。包裝好好，有防撞包裝，都算貼身，到期日OK', '1_star', '沒有', '回購，good', 'VIP日買平過出邊正價，有得送貨唔使自己拎，保鮮期夠長', 'Good 回購', '是次買入價$323一罐，用埋VIP95折，送埋貨唔洗自己拎，好抵。包裝好好，有防撞包裝，都算貼身，到期日OK']",2023-12-10
美素佳兒 - 美素力®金裝1號 (此日期前最佳: 不早於 3/2024),荷蘭美素佳兒官方旗艦店,800,900克,326.00,,5,1,荷蘭,"['5_star', 'good', '1_star', 'good']",2023-12-10
美素佳兒 - 金裝2號 較大嬰兒配方奶粉 900克 #25705 EXP:2024-10 OR AFTER,凡思生活雜貨,800,【香港正貨】900克,249.50,331.50,4.6,3,荷蘭,"['5_star', 'Good', '好', '1_star', 'Good', '好']",2023-12-10
菲思力 - 3號嬰兒奶粉配方 [香港行貨] *此日期前最佳: 2025-01-11,凱鉅有限公司,800,900克,208.00,,,,法國,"['5_star', '1_star']",2023-12-10
惠氏 - [原箱] S-26® ULTIMA® 3號 (新/舊包裝隨機發送),惠氏營養品官方旗艦店,800,800克 x 6,1697.00,1698.00,4.1,33,瑞士,"['5_star', '好', '包裝好好，送貨員態度良好，非常滿意', '回購', '折上折加送優惠碼，抵', '包得非常好 夠晒保護 唔怕撞凹', 'bb 飲開，特價抵買，包裝妥善又送貨穩妥，good!', '保護周全，good！', '多次回購，期待有更好的贈品及優惠', '多次回購，期待有更好的贈品及優惠', '用左好多膠包晒成個箱 好安全 期限至2021年', '1_star', '麻煩盡快處理訂H200402000590和 H200402085651問題，baby fair 期內購買，但沒有收到小焗爐，一直追都唔幫我跟進，對於售後服務真係好失望，好失望，感到非常無助', '我3月26日見到買6罐送焗爐我先買\n但係乜都無送到囉\n麻煩跟進一下\n明明推廣由24號先開始', '送來的奶粉，有幾罐已被撞凹！']",2023-12-10
